Strategy: SHORTEST_QUEUE
Client ID-39 A-73 S-4 was put in queue number 6
Chosen queue 8
Client ID-124 A-73 S-7 was put in queue number 8
Chosen queue 1
Client ID-151 A-73 S-5 was put in queue number 1
Chosen queue 2
Client ID-176 A-73 S-4 was put in queue number 2
Chosen queue 3
Client ID-182 A-73 S-3 was put in queue number 3
Chosen queue 4
Client ID-370 A-73 S-10 was put in queue number 4
Chosen queue 5
Client ID-503 A-73 S-3 was put in queue number 5
Chosen queue 6
Client ID-638 A-73 S-5 was put in queue number 6
Chosen queue 7
Client ID-996 A-73 S-4 was put in queue number 7
Task taken: ID-849 A-29 S-10
Task sleeping: ID-417 A-32 S-10
Task taken: ID-213 A-29 S-11
Task sleeping: ID-577 A-30 S-7
Task taken: ID-293 A-31 S-3
Task sleeping: ID-507 A-35 S-8
Task taken: ID-203 A-30 S-8
Task sleeping: ID-682 A-31 S-3

Time: 109
Chosen queue 10
Client ID-22 A-74 S-10 was put in queue number 10
Chosen queue 15
Client ID-62 A-74 S-11 was put in queue number 15
Chosen queue 0
Client ID-149 A-74 S-3 was put in queue number 0
Chosen queue 7
Client ID-225 A-74 S-6 was put in queue number 7
Chosen queue 8
Client ID-376 A-74 S-8 was put in queue number 8
Chosen queue 9
Client ID-516 A-74 S-9 was put in queue number 9
Chosen queue 10
Client ID-523 A-74 S-6 was put in queue number 10
Chosen queue 11
Client ID-527 A-74 S-4 was put in queue number 11
Chosen queue 12
Client ID-630 A-74 S-6 was put in queue number 12
Chosen queue 13
Client ID-781 A-74 S-7 was put in queue number 13
Chosen queue 14
Client ID-973 A-74 S-9 was put in queue number 14
Task taken: ID-542 A-32 S-6
Task taken: ID-140 A-30 S-8
Task sleeping: ID-524 A-30 S-6
Task sleeping: ID-233 A-33 S-3
Task taken: ID-711 A-25 S-10
Task sleeping: ID-659 A-27 S-9
Task taken: ID-505 A-29 S-6
Task sleeping: ID-145 A-32 S-3

Time: 110
Chosen queue 17
Client ID-200 A-75 S-5 was put in queue number 17
Chosen queue 19
Client ID-241 A-75 S-5 was put in queue number 19
Chosen queue 3
Client ID-306 A-75 S-6 was put in queue number 3
Chosen queue 12
Client ID-346 A-75 S-4 was put in queue number 12
Chosen queue 15
Client ID-398 A-75 S-8 was put in queue number 15
Chosen queue 16
Client ID-549 A-75 S-3 was put in queue number 16
Chosen queue 17
Client ID-649 A-75 S-5 was put in queue number 17
Chosen queue 18
Client ID-894 A-75 S-10 was put in queue number 18
Chosen queue 19
Client ID-955 A-75 S-4 was put in queue number 19
Task taken: ID-447 A-27 S-6
Task sleeping: ID-592 A-30 S-7
Task taken: ID-387 A-30 S-6
Task sleeping: ID-16 A-32 S-5

Time: 111
Chosen queue 1
Client ID-67 A-76 S-10 was put in queue number 1
Task taken: ID-56 A-33 S-4
Task sleeping: ID-557 A-35 S-4
Chosen queue 8
Client ID-126 A-76 S-3 was put in queue number 8
Chosen queue 18
Client ID-298 A-76 S-6 was put in queue number 18
Chosen queue 0
Client ID-324 A-76 S-11 was put in queue number 0
Chosen queue 1
Client ID-404 A-76 S-6 was put in queue number 1
Chosen queue 2
Client ID-409 A-76 S-8 was put in queue number 2
Chosen queue 3
Client ID-461 A-76 S-3 was put in queue number 3
Chosen queue 4
Client ID-533 A-76 S-6 was put in queue number 4
Chosen queue 5
Client ID-583 A-76 S-9 was put in queue number 5
Chosen queue 6
Client ID-614 A-76 S-7 was put in queue number 6
Chosen queue 7
Client ID-617 A-76 S-7 was put in queue number 7
Chosen queue 8
Client ID-701 A-76 S-8 was put in queue number 8
Chosen queue 9
Client ID-704 A-76 S-4 was put in queue number 9
Chosen queue 10
Client ID-723 A-76 S-8 was put in queue number 10
Chosen queue 11
Client ID-785 A-76 S-4 was put in queue number 11
Chosen queue 12
Client ID-840 A-76 S-7 was put in queue number 12
Chosen queue 13
Client ID-902 A-76 S-11 was put in queue number 13
Task taken: ID-199 A-28 S-7
Task sleeping: ID-188 A-30 S-3
Task taken: ID-682 A-31 S-3
Task sleeping: ID-9 A-36 S-9

Time: 112
Chosen queue 4
Client ID-870 A-77 S-5 was put in queue number 4
Task taken: ID-233 A-33 S-3
Task sleeping: ID-673 A-35 S-10
Task taken: ID-145 A-32 S-3
Task sleeping: ID-457 A-34 S-3

Time: 113
Chosen queue 17
Client ID-30 A-78 S-7 was put in queue number 17
Chosen queue 10
Client ID-184 A-78 S-8 was put in queue number 10
Chosen queue 12
Client ID-219 A-78 S-3 was put in queue number 12
Chosen queue 14
Client ID-234 A-78 S-5 was put in queue number 14
Chosen queue 15
Client ID-446 A-78 S-9 was put in queue number 15
Chosen queue 16
Client ID-448 A-78 S-10 was put in queue number 16
Chosen queue 17
Client ID-576 A-78 S-6 was put in queue number 17
Chosen queue 18
Client ID-667 A-78 S-3 was put in queue number 18
Chosen queue 19
Client ID-791 A-78 S-4 was put in queue number 19
Chosen queue 0
Client ID-792 A-78 S-4 was put in queue number 0
Chosen queue 1
Client ID-827 A-78 S-3 was put in queue number 1
Chosen queue 2
Client ID-852 A-78 S-4 was put in queue number 2
Chosen queue 3
Client ID-859 A-78 S-7 was put in queue number 3
Chosen queue 4
Client ID-923 A-78 S-6 was put in queue number 4
Chosen queue 5
Client ID-930 A-78 S-5 was put in queue number 5
Chosen queue 6
Client ID-940 A-78 S-6 was put in queue number 6
Chosen queue 7
Client ID-948 A-78 S-3 was put in queue number 7
Task taken: ID-506 A-32 S-10
Task sleeping: ID-451 A-36 S-4
Task taken: ID-106 A-32 S-10
Task sleeping: ID-4 A-35 S-10
Task taken: ID-452 A-27 S-10
Task sleeping: ID-718 A-30 S-7

Time: 114
Chosen queue 11
Client ID-24 A-79 S-3 was put in queue number 11
Chosen queue 16
Client ID-47 A-79 S-9 was put in queue number 16
Chosen queue 2
Client ID-73 A-79 S-8 was put in queue number 2
Chosen queue 8
Client ID-87 A-79 S-10 was put in queue number 8
Chosen queue 9
Client ID-117 A-79 S-7 was put in queue number 9
Chosen queue 10
Client ID-196 A-79 S-5 was put in queue number 10
Chosen queue 11
Client ID-282 A-79 S-11 was put in queue number 11
Chosen queue 12
Client ID-359 A-79 S-4 was put in queue number 12
Chosen queue 13
Client ID-365 A-79 S-3 was put in queue number 13
Chosen queue 14
Client ID-517 A-79 S-6 was put in queue number 14
Chosen queue 15
Client ID-609 A-79 S-8 was put in queue number 15
Chosen queue 16
Client ID-612 A-79 S-6 was put in queue number 16
Chosen queue 17
Client ID-920 A-79 S-4 was put in queue number 17
Chosen queue 18
Client ID-932 A-79 S-9 was put in queue number 18
Task taken: ID-368 A-36 S-8
Task sleeping: ID-32 A-38 S-6
Task taken: ID-188 A-30 S-3
Task sleeping: ID-967 A-30 S-3
Task taken: ID-336 A-30 S-9
Task sleeping: ID-998 A-30 S-9
Task taken: ID-557 A-35 S-4
Task sleeping: ID-41 A-37 S-3
Task taken: ID-127 A-33 S-10
Task taken: ID-577 A-30 S-7

Time: 115
Chosen queue 0
Task sleeping: ID-378 A-33 S-3
Task sleeping: ID-644 A-35 S-7
Client ID-45 A-80 S-11 was put in queue number 0
Chosen queue 4
Client ID-223 A-80 S-10 was put in queue number 4
Task taken: ID-16 A-32 S-5
Task taken: ID-524 A-30 S-6
Task sleeping: ID-839 A-32 S-11
Task sleeping: ID-965 A-32 S-7
Chosen queue 19
Client ID-258 A-80 S-8 was put in queue number 19
Chosen queue 5
Client ID-264 A-80 S-5 was put in queue number 5
Chosen queue 8
Client ID-314 A-80 S-6 was put in queue number 8
Chosen queue 9
Client ID-514 A-80 S-7 was put in queue number 9
Chosen queue 14
Client ID-525 A-80 S-6 was put in queue number 14
Chosen queue 18
Client ID-671 A-80 S-5 was put in queue number 18
Chosen queue 19
Client ID-672 A-80 S-6 was put in queue number 19
Chosen queue 0
Client ID-722 A-80 S-7 was put in queue number 0
Chosen queue 1
Client ID-729 A-80 S-9 was put in queue number 1
Chosen queue 2
Client ID-737 A-80 S-5 was put in queue number 2
Chosen queue 3
Client ID-952 A-80 S-3 was put in queue number 3
Task taken: ID-457 A-34 S-3
Task sleeping: ID-83 A-36 S-9
Task taken: ID-510 A-29 S-11
Task sleeping: ID-12 A-31 S-6

Time: 116
Chosen queue 12
Client ID-100 A-81 S-3 was put in queue number 12
Chosen queue 13
Client ID-214 A-81 S-4 was put in queue number 13
Chosen queue 4
Client ID-252 A-81 S-10 was put in queue number 4
Chosen queue 5
Client ID-349 A-81 S-9 was put in queue number 5
Chosen queue 6
Client ID-430 A-81 S-4 was put in queue number 6
Chosen queue 7
Client ID-466 A-81 S-4 was put in queue number 7
Chosen queue 8
Client ID-566 A-81 S-5 was put in queue number 8
Chosen queue 9
Client ID-627 A-81 S-7 was put in queue number 9
Chosen queue 10
Client ID-861 A-81 S-11 was put in queue number 10
Chosen queue 11
Client ID-987 A-81 S-4 was put in queue number 11
Task taken: ID-507 A-35 S-8
Task sleeping: ID-626 A-38 S-4
Task taken: ID-592 A-30 S-7
Task sleeping: ID-40 A-32 S-8
Task taken: ID-451 A-36 S-4
Task sleeping: ID-829 A-39 S-5
Task taken: ID-967 A-30 S-3
Task sleeping: ID-869 A-33 S-7

Time: 117
Chosen queue 16
Client ID-72 A-82 S-8 was put in queue number 16
Chosen queue 1
Client ID-175 A-82 S-3 was put in queue number 1
Chosen queue 4
Client ID-224 A-82 S-5 was put in queue number 4
Chosen queue 7
Client ID-501 A-82 S-8 was put in queue number 7
Chosen queue 12
Client ID-608 A-82 S-8 was put in queue number 12
Chosen queue 13
Client ID-695 A-82 S-8 was put in queue number 13
Task taken: ID-41 A-37 S-3
Task sleeping: ID-300 A-39 S-6
Task taken: ID-417 A-32 S-10
Task sleeping: ID-728 A-34 S-8
Task taken: ID-378 A-33 S-3
Task sleeping: ID-928 A-34 S-6

Time: 118
Chosen queue 15
Client ID-6 A-83 S-9 was put in queue number 15
Chosen queue 0
Client ID-280 A-83 S-11 was put in queue number 0
Chosen queue 8
Client ID-375 A-83 S-3 was put in queue number 8
Chosen queue 14
Client ID-453 A-83 S-11 was put in queue number 14
Chosen queue 15
Client ID-478 A-83 S-4 was put in queue number 15
Chosen queue 16
Client ID-496 A-83 S-6 was put in queue number 16
Chosen queue 17
Client ID-679 A-83 S-7 was put in queue number 17
Chosen queue 18
Client ID-934 A-83 S-7 was put in queue number 18
Chosen queue 19
Client ID-970 A-83 S-3 was put in queue number 19
Task taken: ID-197 A-31 S-11
Task taken: ID-659 A-27 S-9
Task sleeping: ID-316 A-34 S-3
Task sleeping: ID-966 A-27 S-10

Time: 119
Chosen queue 3
Client ID-33 A-84 S-9 was put in queue number 3
Chosen queue 6
Client ID-86 A-84 S-6 was put in queue number 6
Chosen queue 0
Client ID-148 A-84 S-9 was put in queue number 0
Chosen queue 1
Client ID-231 A-84 S-6 was put in queue number 1
Chosen queue 2
Client ID-263 A-84 S-11 was put in queue number 2
Chosen queue 3
Client ID-274 A-84 S-5 was put in queue number 3
Chosen queue 4
Client ID-313 A-84 S-6 was put in queue number 4
Chosen queue 5
Client ID-459 A-84 S-7 was put in queue number 5
Chosen queue 6
Client ID-481 A-84 S-9 was put in queue number 6
Chosen queue 7
Client ID-515 A-84 S-6 was put in queue number 7
Chosen queue 8
Client ID-956 A-84 S-3 was put in queue number 8
Chosen queue 9
Client ID-994 A-84 S-10 was put in queue number 9
Task taken: ID-32 A-38 S-6
Task sleeping: ID-796 A-39 S-9

Time: 120
Chosen queue 14
Client ID-5 A-85 S-7 was put in queue number 14
Chosen queue 10
Client ID-303 A-85 S-10 was put in queue number 10
Chosen queue 11
Client ID-338 A-85 S-11 was put in queue number 11
Chosen queue 12
Client ID-413 A-85 S-6 was put in queue number 12
Chosen queue 13
Client ID-475 A-85 S-5 was put in queue number 13
Chosen queue 14
Client ID-499 A-85 S-5 was put in queue number 14
Chosen queue 15
Client ID-601 A-85 S-5 was put in queue number 15
Chosen queue 16
Client ID-654 A-85 S-11 was put in queue number 16
Chosen queue 17
Client ID-668 A-85 S-8 was put in queue number 17
Chosen queue 18
Client ID-691 A-85 S-9 was put in queue number 18
Chosen queue 19
Client ID-700 A-85 S-3 was put in queue number 19
Chosen queue 0
Client ID-739 A-85 S-10 was put in queue number 0
Chosen queue 1
Client ID-811 A-85 S-3 was put in queue number 1
Chosen queue 2
Client ID-824 A-85 S-4 was put in queue number 2
Chosen queue 3
Client ID-863 A-85 S-5 was put in queue number 3
Task taken: ID-718 A-30 S-7
Task sleeping: ID-631 A-33 S-8
Task taken: ID-626 A-38 S-4
Task sleeping: ID-277 A-39 S-6
Task taken: ID-9 A-36 S-9
Task sleeping: ID-416 A-39 S-7
Task taken: ID-316 A-34 S-3
Task sleeping: ID-408 A-35 S-5

Time: 121
Chosen queue 6
Client ID-97 A-86 S-6 was put in queue number 6
Chosen queue 7
Client ID-119 A-86 S-9 was put in queue number 7
Chosen queue 10
Client ID-128 A-86 S-6 was put in queue number 10
Chosen queue 2
Client ID-171 A-86 S-8 was put in queue number 2
Chosen queue 4
Client ID-208 A-86 S-8 was put in queue number 4
Chosen queue 5
Client ID-247 A-86 S-6 was put in queue number 5
Chosen queue 6
Client ID-431 A-86 S-10 was put in queue number 6
Chosen queue 7
Client ID-465 A-86 S-4 was put in queue number 7
Chosen queue 8
Client ID-479 A-86 S-7 was put in queue number 8
Chosen queue 9
Client ID-764 A-86 S-9 was put in queue number 9
Task taken: ID-12 A-31 S-6
Task sleeping: ID-168 A-32 S-10
Task taken: ID-644 A-35 S-7
Task taken: ID-829 A-39 S-5
Task sleeping: ID-344 A-39 S-5
Task sleeping: ID-227 A-40 S-9
Task taken: ID-965 A-32 S-7
Task taken: ID-673 A-35 S-10
Task sleeping: ID-911 A-36 S-7
Task sleeping: ID-643 A-36 S-8

Time: 122
Chosen queue 13
Client ID-115 A-87 S-7 was put in queue number 13
Chosen queue 16
Client ID-179 A-87 S-10 was put in queue number 16
Chosen queue 17
Client ID-273 A-87 S-4 was put in queue number 17
Chosen queue 19
Client ID-276 A-87 S-3 was put in queue number 19
Chosen queue 9
Client ID-285 A-87 S-7 was put in queue number 9
Chosen queue 10
Client ID-304 A-87 S-7 was put in queue number 10
Chosen queue 11
Client ID-386 A-87 S-9 was put in queue number 11
Chosen queue 12
Client ID-434 A-87 S-4 was put in queue number 12
Chosen queue 13
Client ID-440 A-87 S-8 was put in queue number 13
Chosen queue 14
Client ID-664 A-87 S-10 was put in queue number 14
Chosen queue 15
Client ID-871 A-87 S-3 was put in queue number 15
Chosen queue 16
Client ID-914 A-87 S-8 was put in queue number 16
Task taken: ID-4 A-35 S-10
Task sleeping: ID-78 A-36 S-5

Time: 124
Chosen queue 11
Client ID-21 A-88 S-5 was put in queue number 11
Chosen queue 17
Client ID-60 A-88 S-9 was put in queue number 17
Chosen queue 18
Client ID-129 A-88 S-11 was put in queue number 18
Chosen queue 19
Task taken: ID-998 A-30 S-9
Task sleeping: ID-230 A-34 S-11
Client ID-156 A-88 S-6 was put in queue number 19
Chosen queue 5
Client ID-167 A-88 S-3 was put in queue number 5
Chosen queue 0
Client ID-207 A-88 S-11 was put in queue number 0
Chosen queue 1
Client ID-384 A-88 S-6 was put in queue number 1
Chosen queue 2
Client ID-425 A-88 S-7 was put in queue number 2
Chosen queue 3
Client ID-726 A-88 S-5 was put in queue number 3
Chosen queue 4
Client ID-795 A-88 S-5 was put in queue number 4
Chosen queue 5
Client ID-883 A-88 S-7 was put in queue number 5
Chosen queue 6
Client ID-953 A-88 S-7 was put in queue number 6
Task taken: ID-300 A-39 S-6
Task sleeping: ID-116 A-40 S-9
Task taken: ID-928 A-34 S-6
Task sleeping: ID-943 A-36 S-9
Task taken: ID-869 A-33 S-7
Task sleeping: ID-109 A-35 S-3
Task taken: ID-83 A-36 S-9
Task sleeping: ID-138 A-37 S-4

Time: 125
Chosen queue 8
Client ID-181 A-89 S-6 was put in queue number 8
Chosen queue 12
Client ID-228 A-89 S-10 was put in queue number 12
Chosen queue 0
Client ID-257 A-89 S-11 was put in queue number 0
Chosen queue 4
Client ID-291 A-89 S-8 was put in queue number 4
Chosen queue 7
Client ID-429 A-89 S-11 was put in queue number 7
Chosen queue 8
Client ID-464 A-89 S-7 was put in queue number 8
Chosen queue 9
Client ID-484 A-89 S-3 was put in queue number 9
Chosen queue 10
Client ID-513 A-89 S-11 was put in queue number 10
Chosen queue 11
Client ID-607 A-89 S-3 was put in queue number 11
Chosen queue 12
Client ID-645 A-89 S-6 was put in queue number 12
Chosen queue 13
Client ID-748 A-89 S-10 was put in queue number 13
Chosen queue 14
Client ID-759 A-89 S-7 was put in queue number 14
Chosen queue 15
Client ID-831 A-89 S-9 was put in queue number 15
Task taken: ID-40 A-32 S-8
Task sleeping: ID-403 A-33 S-11

Time: 126
Chosen queue 1
Client ID-57 A-90 S-5 was put in queue number 1
Chosen queue 16
Client ID-96 A-90 S-7 was put in queue number 16
Chosen queue 17
Client ID-210 A-90 S-4 was put in queue number 17
Chosen queue 18
Client ID-287 A-90 S-11 was put in queue number 18
Chosen queue 19
Client ID-432 A-90 S-7 was put in queue number 19
Chosen queue 0
Client ID-546 A-90 S-6 was put in queue number 0
Chosen queue 1
Client ID-753 A-90 S-3 was put in queue number 1
Task taken: ID-728 A-34 S-8
Task sleeping: ID-407 A-36 S-4
Task taken: ID-839 A-32 S-11
Task sleeping: ID-807 A-35 S-7
Task taken: ID-408 A-35 S-5
Task sleeping: ID-878 A-37 S-10
Task taken: ID-277 A-39 S-6
Task sleeping: ID-622 A-41 S-8

Time: 127
Chosen queue 6
Client ID-69 A-91 S-9 was put in queue number 6
Chosen queue 7
Client ID-206 A-91 S-5 was put in queue number 7
Chosen queue 15
Client ID-318 A-91 S-5 was put in queue number 15
Chosen queue 18
Client ID-449 A-91 S-8 was put in queue number 18
Chosen queue 2
Client ID-529 A-91 S-11 was put in queue number 2
Chosen queue 3
Client ID-591 A-91 S-3 was put in queue number 3
Chosen queue 4
Client ID-678 A-91 S-6 was put in queue number 4
Chosen queue 5
Client ID-730 A-91 S-11 was put in queue number 5
Chosen queue 6
Client ID-777 A-91 S-5 was put in queue number 6
Chosen queue 7
Client ID-896 A-91 S-9 was put in queue number 7
Chosen queue 8
Client ID-913 A-91 S-9 was put in queue number 8
Task taken: ID-344 A-39 S-5
Task sleeping: ID-101 A-41 S-5
Task taken: ID-109 A-35 S-3
Task sleeping: ID-689 A-37 S-4
Task taken: ID-416 A-39 S-7
Task sleeping: ID-135 A-41 S-5

Time: 128
Chosen queue 9
Client ID-272 A-92 S-3 was put in queue number 9
Chosen queue 10
Client ID-279 A-92 S-10 was put in queue number 10
Chosen queue 4
Client ID-442 A-92 S-9 was put in queue number 4
Chosen queue 9
Client ID-599 A-92 S-4 was put in queue number 9
Chosen queue 10
Client ID-604 A-92 S-11 was put in queue number 10
Chosen queue 11
Client ID-613 A-92 S-8 was put in queue number 11
Chosen queue 12
Client ID-624 A-92 S-3 was put in queue number 12
Chosen queue 13
Client ID-788 A-92 S-9 was put in queue number 13
Chosen queue 14
Client ID-804 A-92 S-8 was put in queue number 14
Task taken: ID-78 A-36 S-5
Task sleeping: ID-535 A-39 S-4
Task taken: ID-966 A-27 S-10
Task sleeping: ID-963 A-30 S-7
Task taken: ID-631 A-33 S-8
Task taken: ID-138 A-37 S-4
Task sleeping: ID-14 A-35 S-8
Task sleeping: ID-568 A-39 S-7

Time: 129
Chosen queue 2
Client ID-8 A-93 S-6 was put in queue number 2
Chosen queue 3
Client ID-18 A-93 S-6 was put in queue number 3
Chosen queue 11
Client ID-98 A-93 S-9 was put in queue number 11
Chosen queue 12
Client ID-261 A-93 S-11 was put in queue number 12
Chosen queue 15
Client ID-436 A-93 S-5 was put in queue number 15
Chosen queue 16
Client ID-532 A-93 S-4 was put in queue number 16
Task taken: ID-911 A-36 S-7
Task sleeping: ID-310 A-38 S-3
Chosen queue 19
Client ID-548 A-93 S-11 was put in queue number 19
Chosen queue 17
Client ID-551 A-93 S-5 was put in queue number 17
Chosen queue 18
Client ID-727 A-93 S-9 was put in queue number 18
Task taken: ID-796 A-39 S-9
Task sleeping: ID-740 A-42 S-9
Chosen queue 14
Client ID-812 A-93 S-10 was put in queue number 14
Chosen queue 19
Client ID-867 A-93 S-5 was put in queue number 19
Task taken: ID-407 A-36 S-4
Task sleeping: ID-826 A-39 S-5
Task taken: ID-643 A-36 S-8
Task sleeping: ID-107 A-39 S-4

Time: 130
Chosen queue 15
Client ID-141 A-94 S-10 was put in queue number 15
Chosen queue 17
Client ID-147 A-94 S-5 was put in queue number 17
Chosen queue 0
Client ID-330 A-94 S-4 was put in queue number 0
Chosen queue 1
Client ID-494 A-94 S-11 was put in queue number 1
Chosen queue 2
Client ID-597 A-94 S-10 was put in queue number 2
Chosen queue 3
Client ID-741 A-94 S-4 was put in queue number 3
Chosen queue 4
Client ID-990 A-94 S-5 was put in queue number 4
Task taken: ID-227 A-40 S-9
Task sleeping: ID-172 A-43 S-3

Time: 131
Task taken: ID-689 A-37 S-4
Chosen queue 16
Task sleeping: ID-769 A-40 S-4
Client ID-66 A-95 S-10 was put in queue number 16
Chosen queue 4
Client ID-132 A-95 S-8 was put in queue number 4
Chosen queue 5
Client ID-256 A-95 S-10 was put in queue number 5
Chosen queue 6
Client ID-320 A-95 S-3 was put in queue number 6
Chosen queue 7
Client ID-595 A-95 S-5 was put in queue number 7
Chosen queue 8
Client ID-640 A-95 S-5 was put in queue number 8
Chosen queue 9
Client ID-756 A-95 S-7 was put in queue number 9
Chosen queue 10
Client ID-895 A-95 S-6 was put in queue number 10
Task taken: ID-168 A-32 S-10
Task sleeping: ID-322 A-36 S-11
Task taken: ID-101 A-41 S-5
Task sleeping: ID-189 A-42 S-7
Task taken: ID-310 A-38 S-3
Task taken: ID-535 A-39 S-4
Task sleeping: ID-308 A-41 S-7
Task sleeping: ID-925 A-39 S-9

Time: 132
Chosen queue 11
Client ID-217 A-96 S-7 was put in queue number 11
Chosen queue 13
Client ID-426 A-96 S-5 was put in queue number 13
Chosen queue 19
Client ID-477 A-96 S-8 was put in queue number 19
Chosen queue 9
Client ID-567 A-96 S-7 was put in queue number 9
Chosen queue 11
Client ID-725 A-96 S-3 was put in queue number 11
Chosen queue 12
Client ID-733 A-96 S-6 was put in queue number 12
Chosen queue 13
Client ID-754 A-96 S-3 was put in queue number 13
Chosen queue 14
Client ID-828 A-96 S-7 was put in queue number 14
Chosen queue 15
Client ID-848 A-96 S-5 was put in queue number 15
Chosen queue 16
Client ID-922 A-96 S-4 was put in queue number 16
Task taken: ID-135 A-41 S-5
Task sleeping: ID-266 A-42 S-7
Task taken: ID-116 A-40 S-9
Task sleeping: ID-898 A-41 S-4
Task taken: ID-943 A-36 S-9
Task taken: ID-807 A-35 S-7
Task sleeping: ID-959 A-39 S-5
Task sleeping: ID-868 A-36 S-10

Time: 133
Chosen queue 18
Client ID-75 A-97 S-5 was put in queue number 18
Chosen queue 0
Client ID-190 A-97 S-8 was put in queue number 0
Chosen queue 8
Client ID-454 A-97 S-5 was put in queue number 8
Chosen queue 10
Client ID-495 A-97 S-5 was put in queue number 10
Chosen queue 17
Client ID-511 A-97 S-11 was put in queue number 17
Chosen queue 18
Client ID-553 A-97 S-10 was put in queue number 18
Chosen queue 19
Client ID-556 A-97 S-4 was put in queue number 19
Chosen queue 0
Client ID-623 A-97 S-7 was put in queue number 0
Chosen queue 1
Client ID-819 A-97 S-4 was put in queue number 1
Task taken: ID-172 A-43 S-3
Task sleeping: ID-111 A-44 S-8
Task taken: ID-107 A-39 S-4
Task sleeping: ID-862 A-39 S-6

Time: 134
Chosen queue 16
Client ID-36 A-98 S-5 was put in queue number 16
Chosen queue 17
Client ID-68 A-98 S-9 was put in queue number 17
Chosen queue 2
Client ID-123 A-98 S-6 was put in queue number 2
Chosen queue 3
Client ID-371 A-98 S-3 was put in queue number 3
Chosen queue 4
Client ID-653 A-98 S-9 was put in queue number 4
Chosen queue 5
Client ID-698 A-98 S-7 was put in queue number 5
Chosen queue 6
Client ID-841 A-98 S-6 was put in queue number 6
Chosen queue 7
Client ID-901 A-98 S-3 was put in queue number 7
Chosen queue 8
Client ID-907 A-98 S-5 was put in queue number 8
Chosen queue 9
Client ID-964 A-98 S-4 was put in queue number 9
Task taken: ID-622 A-41 S-8
Task sleeping: ID-52 A-43 S-3
Task taken: ID-230 A-34 S-11
Task sleeping: ID-166 A-35 S-10
Task taken: ID-826 A-39 S-5
Task sleeping: ID-343 A-41 S-11
Task taken: ID-769 A-40 S-4
Task sleeping: ID-787 A-43 S-7
Task taken: ID-963 A-30 S-7
Task sleeping: ID-815 A-33 S-11

Time: 135
Chosen queue 15
Client ID-342 A-99 S-5 was put in queue number 15
Chosen queue 3
Client ID-353 A-99 S-3 was put in queue number 3
Chosen queue 4
Client ID-394 A-99 S-7 was put in queue number 4
Chosen queue 5
Client ID-422 A-99 S-3 was put in queue number 5
Chosen queue 7
Client ID-521 A-99 S-4 was put in queue number 7
Chosen queue 10
Client ID-554 A-99 S-4 was put in queue number 10
Chosen queue 11
Client ID-561 A-99 S-11 was put in queue number 11
Chosen queue 12
Client ID-776 A-99 S-10 was put in queue number 12
Chosen queue 13
Client ID-882 A-99 S-10 was put in queue number 13
Chosen queue 14
Client ID-936 A-99 S-7 was put in queue number 14
Task taken: ID-568 A-39 S-7
Task sleeping: ID-578 A-42 S-6
Task taken: ID-403 A-33 S-11
Task sleeping: ID-382 A-37 S-11
Task taken: ID-878 A-37 S-10
Task sleeping: ID-590 A-41 S-9

Time: 136
Chosen queue 1
Client ID-92 A-100 S-5 was put in queue number 1
Chosen queue 6
Client ID-120 A-100 S-3 was put in queue number 6
Chosen queue 12
Client ID-186 A-100 S-5 was put in queue number 12
Chosen queue 15
Client ID-194 A-100 S-5 was put in queue number 15
Chosen queue 16
Task taken: ID-14 A-35 S-8
Task sleeping: ID-428 A-37 S-3
Client ID-471 A-100 S-7 was put in queue number 16
Chosen queue 2
Client ID-845 A-100 S-11 was put in queue number 2
Chosen queue 17
Client ID-916 A-100 S-6 was put in queue number 17
Chosen queue 18
Client ID-931 A-100 S-7 was put in queue number 18
Chosen queue 19
Client ID-942 A-100 S-6 was put in queue number 19
Chosen queue 0
Client ID-957 A-100 S-7 was put in queue number 0
Chosen queue 1
Client ID-969 A-100 S-10 was put in queue number 1
Task taken: ID-898 A-41 S-4
Task sleeping: ID-393 A-45 S-8

Time: 137
Chosen queue 8
Client ID-61 A-101 S-5 was put in queue number 8
Chosen queue 2
Client ID-80 A-101 S-3 was put in queue number 2
Chosen queue 3
Task taken: ID-52 A-43 S-3
Task sleeping: ID-986 A-44 S-8
Client ID-122 A-101 S-6 was put in queue number 3
Chosen queue 7
Client ID-159 A-101 S-11 was put in queue number 7
Chosen queue 4
Client ID-651 A-101 S-10 was put in queue number 4
Chosen queue 5
Client ID-886 A-101 S-6 was put in queue number 5
Chosen queue 6
Client ID-888 A-101 S-10 was put in queue number 6
Chosen queue 7
Client ID-900 A-101 S-6 was put in queue number 7
Chosen queue 8
Client ID-945 A-101 S-10 was put in queue number 8
Task taken: ID-959 A-39 S-5
Task sleeping: ID-569 A-43 S-5
Task taken: ID-740 A-42 S-9
Task sleeping: ID-721 A-46 S-4

Time: 138
Chosen queue 14
Client ID-232 A-102 S-10 was put in queue number 14
Chosen queue 0
Client ID-239 A-102 S-3 was put in queue number 0
Chosen queue 9
Client ID-611 A-102 S-8 was put in queue number 9
Chosen queue 10
Client ID-677 A-102 S-4 was put in queue number 10
Chosen queue 11
Client ID-989 A-102 S-10 was put in queue number 11
Task taken: ID-189 A-42 S-7
Task sleeping: ID-594 A-45 S-9
Task taken: ID-308 A-41 S-7
Task sleeping: ID-335 A-42 S-4
