Strategy: SHORTEST_TIME
Client ID-769 A-71 S-7 was put in queue number 19
Chosen queue 0
Client ID-899 A-71 S-11 was put in queue number 0
Chosen queue 1
Client ID-947 A-71 S-3 was put in queue number 1
Chosen queue 2
Client ID-991 A-71 S-7 was put in queue number 2
Task taken: ID-829 A-28 S-4
Task sleeping: ID-271 A-32 S-11
Task taken: ID-918 A-31 S-4
Task sleeping: ID-97 A-33 S-6
Task taken: ID-436 A-30 S-11
Task sleeping: ID-333 A-32 S-10
Task taken: ID-998 A-32 S-11
Task sleeping: ID-903 A-36 S-4

Time: 78
Chosen queue 3
Client ID-14 A-72 S-4 was put in queue number 3
Chosen queue 7
Client ID-130 A-72 S-4 was put in queue number 7
Chosen queue 11
Client ID-140 A-72 S-5 was put in queue number 11
Chosen queue 17
Client ID-172 A-72 S-11 was put in queue number 17
Chosen queue 3
Client ID-286 A-72 S-11 was put in queue number 3
Chosen queue 4
Client ID-303 A-72 S-11 was put in queue number 4
Chosen queue 5
Client ID-328 A-72 S-11 was put in queue number 5
Chosen queue 6
Client ID-551 A-72 S-5 was put in queue number 6
Chosen queue 7
Client ID-556 A-72 S-6 was put in queue number 7
Chosen queue 8
Client ID-618 A-72 S-11 was put in queue number 8
Chosen queue 9
Client ID-784 A-72 S-11 was put in queue number 9
Chosen queue 10
Client ID-839 A-72 S-8 was put in queue number 10
Chosen queue 11
Client ID-844 A-72 S-9 was put in queue number 11
Chosen queue 12
Client ID-892 A-72 S-10 was put in queue number 12
Chosen queue 13
Client ID-916 A-72 S-4 was put in queue number 13
Chosen queue 14
Client ID-969 A-72 S-5 was put in queue number 14
Chosen queue 15
Client ID-974 A-72 S-11 was put in queue number 15
Task taken: ID-990 A-32 S-7
Task sleeping: ID-883 A-36 S-8
Task taken: ID-503 A-37 S-4
Task sleeping: ID-610 A-37 S-11
Task taken: ID-955 A-33 S-4
Task sleeping: ID-239 A-36 S-4

Time: 79
Chosen queue 16
Client ID-134 A-73 S-11 was put in queue number 16
Chosen queue 19
Client ID-324 A-73 S-4 was put in queue number 19
Chosen queue 2
Client ID-408 A-73 S-7 was put in queue number 2
Chosen queue 16
Client ID-491 A-73 S-10 was put in queue number 16
Chosen queue 17
Client ID-609 A-73 S-6 was put in queue number 17
Chosen queue 18
Client ID-615 A-73 S-4 was put in queue number 18
Chosen queue 19
Client ID-656 A-73 S-7 was put in queue number 19
Chosen queue 0
Client ID-678 A-73 S-4 was put in queue number 0
Chosen queue 1
Client ID-734 A-73 S-4 was put in queue number 1
Chosen queue 2
Client ID-862 A-73 S-7 was put in queue number 2
Chosen queue 3
Client ID-879 A-73 S-6 was put in queue number 3
Chosen queue 4
Client ID-917 A-73 S-11 was put in queue number 4
Chosen queue 5
Client ID-933 A-73 S-8 was put in queue number 5
Task taken: ID-248 A-32 S-6
Task sleeping: ID-783 A-33 S-4
Task taken: ID-161 A-36 S-3
Task sleeping: ID-812 A-36 S-9
Task taken: ID-168 A-35 S-10
Task sleeping: ID-854 A-35 S-7

Time: 80
Chosen queue 13
Client ID-4 A-74 S-5 was put in queue number 13
Chosen queue 15
Client ID-62 A-74 S-7 was put in queue number 15
Chosen queue 1
Client ID-109 A-74 S-3 was put in queue number 1
Chosen queue 6
Client ID-156 A-74 S-3 was put in queue number 6
Chosen queue 7
Client ID-177 A-74 S-8 was put in queue number 7
Chosen queue 8
Client ID-200 A-74 S-11 was put in queue number 8
Chosen queue 9
Client ID-232 A-74 S-6 was put in queue number 9
Chosen queue 10
Client ID-251 A-74 S-8 was put in queue number 10
Chosen queue 11
Client ID-723 A-74 S-4 was put in queue number 11
Chosen queue 12
Client ID-766 A-74 S-8 was put in queue number 12
Chosen queue 13
Client ID-795 A-74 S-6 was put in queue number 13
Chosen queue 14
Client ID-906 A-74 S-10 was put in queue number 14
Task taken: ID-550 A-35 S-8
Task sleeping: ID-560 A-36 S-7
Task taken: ID-714 A-35 S-4
Task sleeping: ID-150 A-37 S-3
Task taken: ID-767 A-35 S-8
Task sleeping: ID-694 A-36 S-5

Time: 81
Chosen queue 6
Client ID-67 A-75 S-7 was put in queue number 6
Chosen queue 10
Client ID-171 A-75 S-3 was put in queue number 10
Chosen queue 12
Client ID-336 A-75 S-11 was put in queue number 12
Chosen queue 15
Client ID-383 A-75 S-3 was put in queue number 15
Chosen queue 16
Client ID-494 A-75 S-6 was put in queue number 16
Chosen queue 17
Client ID-750 A-75 S-9 was put in queue number 17
Chosen queue 18
Client ID-763 A-75 S-10 was put in queue number 18
Chosen queue 19
Client ID-901 A-75 S-5 was put in queue number 19
Chosen queue 0
Client ID-935 A-75 S-10 was put in queue number 0
Chosen queue 1
Client ID-938 A-75 S-10 was put in queue number 1
Task taken: ID-661 A-33 S-9
Task sleeping: ID-753 A-33 S-3
Task taken: ID-252 A-34 S-7
Task sleeping: ID-893 A-35 S-3
Task taken: ID-903 A-36 S-4
Task sleeping: ID-401 A-37 S-4
Task taken: ID-527 A-34 S-7
Task sleeping: ID-279 A-36 S-9
Task taken: ID-501 A-31 S-11
Task sleeping: ID-319 A-35 S-9

Time: 82
Chosen queue 4
Client ID-158 A-76 S-10 was put in queue number 4
Chosen queue 5
Client ID-197 A-76 S-5 was put in queue number 5
Chosen queue 14
Client ID-543 A-76 S-11 was put in queue number 14
Chosen queue 17
Client ID-605 A-76 S-7 was put in queue number 17
Chosen queue 0
Client ID-888 A-76 S-5 was put in queue number 0
Task taken: ID-697 A-35 S-9
Task sleeping: ID-606 A-36 S-5
Task taken: ID-410 A-37 S-8
Task sleeping: ID-373 A-38 S-4
Task taken: ID-239 A-36 S-4
Task sleeping: ID-877 A-37 S-6
Task taken: ID-783 A-33 S-4
Task sleeping: ID-801 A-37 S-5
Task taken: ID-97 A-33 S-6
Task sleeping: ID-559 A-35 S-10

Time: 84
Chosen queue 2
Client ID-245 A-77 S-9 was put in queue number 2
Chosen queue 7
Client ID-260 A-77 S-5 was put in queue number 7
Chosen queue 9
Client ID-370 A-77 S-7 was put in queue number 9
Chosen queue 18
Client ID-413 A-77 S-3 was put in queue number 18
Chosen queue 1
Client ID-471 A-77 S-3 was put in queue number 1
Chosen queue 2
Client ID-493 A-77 S-8 was put in queue number 2
Chosen queue 3
Client ID-869 A-77 S-9 was put in queue number 3
Chosen queue 4
Client ID-873 A-77 S-9 was put in queue number 4
Chosen queue 5
Client ID-907 A-77 S-9 was put in queue number 5
Task taken: ID-150 A-37 S-3
Task sleeping: ID-539 A-39 S-7
Task taken: ID-926 A-31 S-9
Task sleeping: ID-593 A-35 S-3

Time: 85
Chosen queue 8
Client ID-13 A-78 S-9 was put in queue number 8
Chosen queue 10
Client ID-83 A-78 S-9 was put in queue number 10
Chosen queue 6
Client ID-96 A-78 S-4 was put in queue number 6
Chosen queue 7
Client ID-191 A-78 S-6 was put in queue number 7
Chosen queue 8
Client ID-432 A-78 S-4 was put in queue number 8
Chosen queue 9
Client ID-517 A-78 S-8 was put in queue number 9
Chosen queue 10
Client ID-930 A-78 S-7 was put in queue number 10
Task taken: ID-753 A-33 S-3
Task sleeping: ID-166 A-36 S-10
Task taken: ID-893 A-35 S-3
Task sleeping: ID-265 A-37 S-3

Time: 86
Chosen queue 14
Client ID-88 A-79 S-7 was put in queue number 14
Chosen queue 0
Client ID-301 A-79 S-7 was put in queue number 0
Chosen queue 11
Client ID-372 A-79 S-5 was put in queue number 11
Chosen queue 12
Client ID-461 A-79 S-8 was put in queue number 12
Chosen queue 13
Client ID-578 A-79 S-3 was put in queue number 13
Chosen queue 14
Client ID-581 A-79 S-5 was put in queue number 14
Chosen queue 15
Client ID-604 A-79 S-8 was put in queue number 15
Chosen queue 16
Client ID-765 A-79 S-8 was put in queue number 16
Chosen queue 17
Client ID-860 A-79 S-9 was put in queue number 17
Chosen queue 18
Client ID-890 A-79 S-8 was put in queue number 18
Task taken: ID-694 A-36 S-5
Task sleeping: ID-585 A-39 S-3
Task taken: ID-401 A-37 S-4
Task sleeping: ID-688 A-39 S-10

Time: 87
Chosen queue 12
Client ID-11 A-80 S-8 was put in queue number 12
Chosen queue 17
Client ID-159 A-80 S-4 was put in queue number 17
Chosen queue 19
Client ID-305 A-80 S-3 was put in queue number 19
Chosen queue 0
Client ID-306 A-80 S-4 was put in queue number 0
Chosen queue 1
Client ID-318 A-80 S-6 was put in queue number 1
Chosen queue 2
Client ID-415 A-80 S-9 was put in queue number 2
Chosen queue 3
Client ID-639 A-80 S-8 was put in queue number 3
Chosen queue 4
Client ID-665 A-80 S-4 was put in queue number 4
Chosen queue 5
Client ID-789 A-80 S-3 was put in queue number 5
Task taken: ID-854 A-35 S-7
Task sleeping: ID-24 A-38 S-7
Task taken: ID-883 A-36 S-8
Task sleeping: ID-283 A-37 S-5
Task taken: ID-373 A-38 S-4
Task sleeping: ID-725 A-39 S-5
Task taken: ID-560 A-36 S-7
Task sleeping: ID-780 A-38 S-5
Task taken: ID-593 A-35 S-3
Task sleeping: ID-897 A-38 S-5

Time: 88
Chosen queue 6
Client ID-63 A-81 S-11 was put in queue number 6
Chosen queue 8
Client ID-281 A-81 S-6 was put in queue number 8
Chosen queue 13
Client ID-424 A-81 S-3 was put in queue number 13
Chosen queue 16
Client ID-472 A-81 S-8 was put in queue number 16
Chosen queue 18
Client ID-549 A-81 S-4 was put in queue number 18
Chosen queue 6
Client ID-569 A-81 S-11 was put in queue number 6
Chosen queue 7
Client ID-707 A-81 S-4 was put in queue number 7
Chosen queue 8
Task taken: ID-606 A-36 S-5
Task sleeping: ID-398 A-39 S-4
Client ID-808 A-81 S-7 was put in queue number 8
Chosen queue 9
Client ID-940 A-81 S-3 was put in queue number 9
Task taken: ID-333 A-32 S-10
Task sleeping: ID-726 A-35 S-10
Task taken: ID-265 A-37 S-3
Task sleeping: ID-623 A-39 S-6
Task taken: ID-271 A-32 S-11
Task sleeping: ID-389 A-34 S-5
Task taken: ID-801 A-37 S-5
Task sleeping: ID-402 A-40 S-6

Time: 89
Chosen queue 11
Client ID-221 A-82 S-9 was put in queue number 11
Chosen queue 14
Client ID-240 A-82 S-11 was put in queue number 14
Chosen queue 1
Client ID-414 A-82 S-10 was put in queue number 1
Chosen queue 3
Client ID-490 A-82 S-3 was put in queue number 3
Chosen queue 9
Client ID-601 A-82 S-8 was put in queue number 9
Chosen queue 10
Client ID-619 A-82 S-5 was put in queue number 10
Chosen queue 11
Client ID-931 A-82 S-3 was put in queue number 11
Task taken: ID-585 A-39 S-3
Task sleeping: ID-956 A-41 S-3
Task taken: ID-812 A-36 S-9
Task sleeping: ID-124 A-38 S-10
Task taken: ID-877 A-37 S-6
Task sleeping: ID-41 A-39 S-3

Time: 90
Chosen queue 12
Client ID-100 A-83 S-8 was put in queue number 12
Chosen queue 15
Client ID-255 A-83 S-10 was put in queue number 15
Chosen queue 2
Client ID-384 A-83 S-3 was put in queue number 2
Chosen queue 12
Client ID-457 A-83 S-9 was put in queue number 12
Chosen queue 13
Client ID-562 A-83 S-4 was put in queue number 13
Chosen queue 14
Client ID-586 A-83 S-10 was put in queue number 14
Chosen queue 15
Client ID-705 A-83 S-3 was put in queue number 15
Chosen queue 16
Client ID-995 A-83 S-10 was put in queue number 16
Chosen queue 17
Client ID-996 A-83 S-7 was put in queue number 17
Chosen queue 18
Client ID-999 A-83 S-3 was put in queue number 18
Task taken: ID-610 A-37 S-11
Task sleeping: ID-788 A-39 S-8
Task taken: ID-539 A-39 S-7
Task sleeping: ID-138 A-40 S-4

Time: 91
Chosen queue 19
Client ID-66 A-84 S-9 was put in queue number 19
Chosen queue 10
Client ID-180 A-84 S-8 was put in queue number 10
Chosen queue 19
Client ID-192 A-84 S-6 was put in queue number 19
Chosen queue 0
Client ID-284 A-84 S-3 was put in queue number 0
Chosen queue 1
Client ID-339 A-84 S-9 was put in queue number 1
Chosen queue 2
Client ID-354 A-84 S-8 was put in queue number 2
Chosen queue 3
Client ID-489 A-84 S-4 was put in queue number 3
Chosen queue 4
Client ID-587 A-84 S-7 was put in queue number 4
Chosen queue 5
Client ID-741 A-84 S-8 was put in queue number 5
Chosen queue 6
Client ID-755 A-84 S-11 was put in queue number 6
Chosen queue 7
Client ID-837 A-84 S-3 was put in queue number 7
Chosen queue 8
Client ID-858 A-84 S-11 was put in queue number 8
Chosen queue 9
Client ID-871 A-84 S-3 was put in queue number 9
Chosen queue 10
Client ID-921 A-84 S-10 was put in queue number 10
Chosen queue 11
Client ID-936 A-84 S-5 was put in queue number 11
Chosen queue 12
Client ID-977 A-84 S-7 was put in queue number 12
Task taken: ID-279 A-36 S-9
Task sleeping: ID-617 A-38 S-6
Task taken: ID-319 A-35 S-9
Task sleeping: ID-53 A-37 S-7
Task taken: ID-398 A-39 S-4
Task sleeping: ID-90 A-41 S-5
Task taken: ID-956 A-41 S-3
Task sleeping: ID-50 A-44 S-6

Time: 92
Chosen queue 4
Client ID-102 A-85 S-9 was put in queue number 4
Chosen queue 5
Client ID-144 A-85 S-9 was put in queue number 5
Chosen queue 9
Client ID-215 A-85 S-8 was put in queue number 9
Chosen queue 12
Client ID-242 A-85 S-11 was put in queue number 12
Chosen queue 13
Client ID-243 A-85 S-11 was put in queue number 13
Chosen queue 14
Client ID-315 A-85 S-7 was put in queue number 14
Chosen queue 15
Client ID-355 A-85 S-5 was put in queue number 15
Chosen queue 16
Client ID-445 A-85 S-4 was put in queue number 16
Chosen queue 17
Task taken: ID-283 A-37 S-5
Client ID-676 A-85 S-4 was put in queue number 17
Task sleeping: ID-681 A-39 S-6
Chosen queue 16
Client ID-827 A-85 S-4 was put in queue number 16
Chosen queue 18
Client ID-859 A-85 S-6 was put in queue number 18
Chosen queue 19
Client ID-988 A-85 S-4 was put in queue number 19
Task taken: ID-725 A-39 S-5
Task sleeping: ID-311 A-41 S-7
Task taken: ID-41 A-39 S-3
Task sleeping: ID-577 A-40 S-10
Task taken: ID-780 A-38 S-5
Task sleeping: ID-59 A-40 S-8
Task taken: ID-897 A-38 S-5
Task sleeping: ID-274 A-39 S-8

Time: 93
Chosen queue 2
Client ID-93 A-86 S-7 was put in queue number 2
Chosen queue 6
Client ID-107 A-86 S-3 was put in queue number 6
Chosen queue 8
Client ID-185 A-86 S-10 was put in queue number 8
Chosen queue 18
Client ID-608 A-86 S-3 was put in queue number 18
Chosen queue 0
Client ID-739 A-86 S-6 was put in queue number 0
Chosen queue 1
Client ID-809 A-86 S-7 was put in queue number 1
Chosen queue 2
Client ID-846 A-86 S-5 was put in queue number 2
Task taken: ID-389 A-34 S-5
Task sleeping: ID-595 A-38 S-8
Task taken: ID-559 A-35 S-10
Task sleeping: ID-834 A-38 S-8
Task taken: ID-24 A-38 S-7
Task sleeping: ID-596 A-39 S-11
Task taken: ID-623 A-39 S-6
Task sleeping: ID-235 A-42 S-9

Time: 94
Chosen queue 3
Client ID-70 A-87 S-11 was put in queue number 3
Chosen queue 7
Client ID-247 A-87 S-8 was put in queue number 7
Chosen queue 13
Client ID-347 A-87 S-11 was put in queue number 13
Chosen queue 14
Client ID-364 A-87 S-6 was put in queue number 14
Chosen queue 3
Client ID-374 A-87 S-10 was put in queue number 3
Chosen queue 4
Client ID-520 A-87 S-5 was put in queue number 4
Chosen queue 5
Client ID-566 A-87 S-11 was put in queue number 5
Chosen queue 6
Client ID-575 A-87 S-9 was put in queue number 6
Chosen queue 7
Client ID-658 A-87 S-3 was put in queue number 7
Chosen queue 8
Client ID-736 A-87 S-6 was put in queue number 8
Chosen queue 9
Client ID-747 A-87 S-3 was put in queue number 9
Chosen queue 10
Client ID-946 A-87 S-7 was put in queue number 10
Chosen queue 11
Client ID-954 A-87 S-5 was put in queue number 11
Task taken: ID-402 A-40 S-6
Task sleeping: ID-359 A-41 S-4
Task taken: ID-166 A-36 S-10
Task sleeping: ID-768 A-37 S-6
Task taken: ID-138 A-40 S-4
Task sleeping: ID-528 A-41 S-9

Time: 95
Chosen queue 0
Client ID-226 A-88 S-6 was put in queue number 0
Chosen queue 1
Client ID-349 A-88 S-6 was put in queue number 1
Chosen queue 10
Client ID-377 A-88 S-9 was put in queue number 10
Chosen queue 12
Client ID-420 A-88 S-11 was put in queue number 12
Chosen queue 13
Client ID-477 A-88 S-4 was put in queue number 13
Chosen queue 14
Client ID-514 A-88 S-3 was put in queue number 14
Chosen queue 15
Client ID-670 A-88 S-7 was put in queue number 15
Chosen queue 16
Client ID-730 A-88 S-9 was put in queue number 16
Chosen queue 17
Client ID-791 A-88 S-10 was put in queue number 17
Chosen queue 18
Client ID-852 A-88 S-3 was put in queue number 18
Chosen queue 19
Client ID-866 A-88 S-9 was put in queue number 19
Task taken: ID-688 A-39 S-10
Task sleeping: ID-662 A-42 S-11

Time: 96
Chosen queue 17
Client ID-61 A-89 S-10 was put in queue number 17
Chosen queue 0
Client ID-77 A-89 S-8 was put in queue number 0
Chosen queue 1
Client ID-145 A-89 S-4 was put in queue number 1
Chosen queue 2
Client ID-165 A-89 S-5 was put in queue number 2
Chosen queue 3
Client ID-198 A-89 S-7 was put in queue number 3
Chosen queue 4
Client ID-202 A-89 S-9 was put in queue number 4
Chosen queue 5
Client ID-249 A-89 S-10 was put in queue number 5
Chosen queue 6
Client ID-310 A-89 S-7 was put in queue number 6
Chosen queue 7
Client ID-412 A-89 S-4 was put in queue number 7
Chosen queue 8
Client ID-492 A-89 S-6 was put in queue number 8
Chosen queue 9
Client ID-630 A-89 S-3 was put in queue number 9
Chosen queue 10
Client ID-721 A-89 S-10 was put in queue number 10
Task taken: ID-90 A-41 S-5
Task sleeping: ID-460 A-41 S-6
Task taken: ID-617 A-38 S-6
Task sleeping: ID-740 A-40 S-11

Time: 97
Chosen queue 4
Client ID-9 A-90 S-8 was put in queue number 4
Chosen queue 9
Client ID-162 A-90 S-6 was put in queue number 9
Chosen queue 11
Client ID-304 A-90 S-3 was put in queue number 11
Chosen queue 12
Client ID-458 A-90 S-10 was put in queue number 12
Chosen queue 13
Client ID-677 A-90 S-5 was put in queue number 13
Chosen queue 14
Client ID-689 A-90 S-7 was put in queue number 14
Task taken: ID-726 A-35 S-10
Task sleeping: ID-17 A-38 S-3
Task taken: ID-50 A-44 S-6
Task sleeping: ID-195 A-45 S-5
Task taken: ID-681 A-39 S-6
Task sleeping: ID-207 A-42 S-8
Task taken: ID-788 A-39 S-8
Task sleeping: ID-830 A-42 S-5
Task taken: ID-359 A-41 S-4
Task sleeping: ID-321 A-43 S-7
Task taken: ID-53 A-37 S-7
Task sleeping: ID-674 A-38 S-9

Time: 98
Chosen queue 16
Client ID-27 A-91 S-6 was put in queue number 16
Chosen queue 19
Client ID-34 A-91 S-5 was put in queue number 19
Chosen queue 1
Client ID-451 A-91 S-3 was put in queue number 1
Chosen queue 5
Client ID-482 A-91 S-9 was put in queue number 5
Chosen queue 11
Client ID-535 A-91 S-10 was put in queue number 11
Chosen queue 12
Client ID-815 A-91 S-8 was put in queue number 12
Chosen queue 15
Client ID-900 A-91 S-4 was put in queue number 15
Chosen queue 16
Client ID-948 A-91 S-3 was put in queue number 16
Chosen queue 17
Client ID-957 A-91 S-6 was put in queue number 17
Task taken: ID-124 A-38 S-10
Task sleeping: ID-644 A-39 S-8
Task taken: ID-311 A-41 S-7
Task sleeping: ID-715 A-42 S-9

Time: 99
Chosen queue 18
Client ID-38 A-92 S-3 was put in queue number 18
Chosen queue 15
Client ID-43 A-92 S-10 was put in queue number 15
Chosen queue 18
Client ID-273 A-92 S-11 was put in queue number 18
Chosen queue 19
Client ID-342 A-92 S-10 was put in queue number 19
Chosen queue 0
Client ID-442 A-92 S-4 was put in queue number 0
Chosen queue 1
Client ID-464 A-92 S-11 was put in queue number 1
Chosen queue 2
Client ID-597 A-92 S-5 was put in queue number 2
Chosen queue 3
Client ID-713 A-92 S-7 was put in queue number 3
Chosen queue 4
Client ID-786 A-92 S-7 was put in queue number 4
Chosen queue 5
Client ID-908 A-92 S-3 was put in queue number 5
Task taken: ID-59 A-40 S-8
Task sleeping: ID-793 A-40 S-9

Time: 100
Task taken: ID-274 A-39 S-8
Chosen queue 6
Task sleeping: ID-455 A-41 S-10
Client ID-409 A-93 S-11 was put in queue number 6
Chosen queue 8
Client ID-418 A-93 S-11 was put in queue number 8
Chosen queue 6
Client ID-426 A-93 S-3 was put in queue number 6
Chosen queue 7
Client ID-481 A-93 S-10 was put in queue number 7
Chosen queue 8
Client ID-621 A-93 S-8 was put in queue number 8
Chosen queue 9
Client ID-679 A-93 S-5 was put in queue number 9
Chosen queue 10
Client ID-680 A-93 S-5 was put in queue number 10
Chosen queue 11
Client ID-746 A-93 S-5 was put in queue number 11
Chosen queue 12
Client ID-857 A-93 S-3 was put in queue number 12
Task taken: ID-768 A-37 S-6
Task sleeping: ID-29 A-40 S-5
Task taken: ID-17 A-38 S-3
Task sleeping: ID-570 A-39 S-8
Task taken: ID-595 A-38 S-8
Task sleeping: ID-116 A-39 S-11
Task taken: ID-834 A-38 S-8
Task sleeping: ID-803 A-40 S-9

Time: 101
Chosen queue 0
Client ID-79 A-94 S-3 was put in queue number 0
Chosen queue 3
Client ID-368 A-94 S-11 was put in queue number 3
Chosen queue 7
Client ID-466 A-94 S-7 was put in queue number 7
Chosen queue 11
Client ID-701 A-94 S-11 was put in queue number 11
Chosen queue 13
Client ID-711 A-94 S-9 was put in queue number 13
Task taken: ID-577 A-40 S-10
Task sleeping: ID-344 A-43 S-4

Time: 102
Chosen queue 2
Client ID-128 A-95 S-7 was put in queue number 2
Chosen queue 14
Client ID-224 A-95 S-10 was put in queue number 14
Chosen queue 15
Client ID-529 A-95 S-4 was put in queue number 15
Chosen queue 16
Client ID-542 A-95 S-7 was put in queue number 16
Chosen queue 17
Client ID-558 A-95 S-11 was put in queue number 17
Chosen queue 18
Client ID-687 A-95 S-3 was put in queue number 18
Chosen queue 19
Client ID-835 A-95 S-6 was put in queue number 19
Chosen queue 0
Client ID-924 A-95 S-6 was put in queue number 0
Task taken: ID-460 A-41 S-6
Task sleeping: ID-613 A-43 S-5
Task taken: ID-195 A-45 S-5
Task sleeping: ID-258 A-46 S-10
Task taken: ID-235 A-42 S-9
Task sleeping: ID-58 A-44 S-6
Task taken: ID-830 A-42 S-5
Task sleeping: ID-641 A-45 S-9

Time: 104
Chosen queue 9
Client ID-317 A-96 S-4 was put in queue number 9
Chosen queue 12
Client ID-546 A-96 S-4 was put in queue number 12
Chosen queue 14
Client ID-666 A-96 S-5 was put in queue number 14
Chosen queue 19
Client ID-719 A-96 S-3 was put in queue number 19
Chosen queue 1
Client ID-775 A-96 S-7 was put in queue number 1
Chosen queue 2
Client ID-799 A-96 S-6 was put in queue number 2
Chosen queue 3
Client ID-800 A-96 S-10 was put in queue number 3
Chosen queue 4
Client ID-915 A-96 S-4 was put in queue number 4
Task taken: ID-528 A-41 S-9
Task sleeping: ID-738 A-43 S-11

Time: 105
Chosen queue 10
Client ID-74 A-97 S-6 was put in queue number 10
Chosen queue 5
Client ID-210 A-97 S-11 was put in queue number 5
Chosen queue 6
Client ID-378 A-97 S-9 was put in queue number 6
Chosen queue 7
Client ID-381 A-97 S-9 was put in queue number 7
Chosen queue 8
Client ID-406 A-97 S-8 was put in queue number 8
Chosen queue 9
Client ID-427 A-97 S-4 was put in queue number 9
Chosen queue 10
Client ID-468 A-97 S-4 was put in queue number 10
Chosen queue 11
Client ID-515 A-97 S-11 was put in queue number 11
Chosen queue 12
Client ID-590 A-97 S-9 was put in queue number 12
Chosen queue 13
Client ID-607 A-97 S-8 was put in queue number 13
Chosen queue 14
Client ID-807 A-97 S-9 was put in queue number 14
Chosen queue 15
Client ID-840 A-97 S-10 was put in queue number 15
Chosen queue 16
Client ID-904 A-97 S-3 was put in queue number 16
Task taken: ID-596 A-39 S-11
Task sleeping: ID-229 A-41 S-7
Task taken: ID-321 A-43 S-7
Task sleeping: ID-108 A-45 S-5
Task taken: ID-29 A-40 S-5
Task sleeping: ID-277 A-40 S-8

Time: 106
Chosen queue 0
Client ID-122 A-98 S-9 was put in queue number 0
Chosen queue 1
Client ID-189 A-98 S-6 was put in queue number 1
Chosen queue 13
Client ID-213 A-98 S-5 was put in queue number 13
Chosen queue 17
Client ID-270 A-98 S-5 was put in queue number 17
Chosen queue 18
Client ID-288 A-98 S-7 was put in queue number 18
Chosen queue 19
Client ID-400 A-98 S-3 was put in queue number 19
Chosen queue 0
Client ID-441 A-98 S-9 was put in queue number 0
Chosen queue 1
Client ID-444 A-98 S-10 was put in queue number 1
Chosen queue 2
Client ID-530 A-98 S-10 was put in queue number 2
Chosen queue 3
Client ID-572 A-98 S-11 was put in queue number 3
Chosen queue 4
Client ID-582 A-98 S-11 was put in queue number 4
Chosen queue 5
Client ID-631 A-98 S-5 was put in queue number 5
Task taken: ID-207 A-42 S-8
Task sleeping: ID-648 A-42 S-8
Task taken: ID-344 A-43 S-4
Task sleeping: ID-997 A-44 S-10

Time: 107
Chosen queue 16
Client ID-36 A-99 S-7 was put in queue number 16
Chosen queue 2
Client ID-47 A-99 S-7 was put in queue number 2
Chosen queue 6
Client ID-188 A-99 S-9 was put in queue number 6
Chosen queue 7
Client ID-204 A-99 S-10 was put in queue number 7
Chosen queue 8
Client ID-545 A-99 S-6 was put in queue number 8
Chosen queue 9
Client ID-592 A-99 S-9 was put in queue number 9
Chosen queue 10
Client ID-647 A-99 S-3 was put in queue number 10
Chosen queue 11
Client ID-672 A-99 S-3 was put in queue number 11
Chosen queue 12
Client ID-804 A-99 S-4 was put in queue number 12
Task taken: ID-644 A-39 S-8
Task sleeping: ID-446 A-42 S-7
Chosen queue 15
Client ID-923 A-99 S-10 was put in queue number 15
Task taken: ID-662 A-42 S-11
Task sleeping: ID-0 A-45 S-7
Task taken: ID-674 A-38 S-9
Task sleeping: ID-112 A-40 S-4
Task taken: ID-613 A-43 S-5
Task sleeping: ID-125 A-45 S-11

Time: 108
Chosen queue 17
Client ID-113 A-100 S-3 was put in queue number 17
Chosen queue 5
Client ID-302 A-100 S-4 was put in queue number 5
Chosen queue 9
Client ID-376 A-100 S-3 was put in queue number 9
Chosen queue 13
Client ID-526 A-100 S-10 was put in queue number 13
Chosen queue 14
Client ID-600 A-100 S-5 was put in queue number 14
Chosen queue 15
Client ID-636 A-100 S-11 was put in queue number 15
Chosen queue 16
Client ID-771 A-100 S-8 was put in queue number 16
Chosen queue 17
Client ID-825 A-100 S-8 was put in queue number 17
Chosen queue 18
Client ID-872 A-100 S-8 was put in queue number 18
Chosen queue 19
Client ID-981 A-100 S-8 was put in queue number 19
Task taken: ID-715 A-42 S-9
Task sleeping: ID-459 A-44 S-7
Task taken: ID-740 A-40 S-11
Task sleeping: ID-190 A-43 S-8
Task taken: ID-570 A-39 S-8
Task sleeping: ID-684 A-41 S-4
Task taken: ID-58 A-44 S-6
Task sleeping: ID-298 A-45 S-4

Time: 109
Chosen queue 4
Client ID-22 A-101 S-11 was put in queue number 4
Chosen queue 11
Client ID-31 A-101 S-10 was put in queue number 11
Chosen queue 14
Client ID-33 A-101 S-6 was put in queue number 14
Chosen queue 18
Client ID-148 A-101 S-9 was put in queue number 18
Chosen queue 0
Client ID-335 A-101 S-11 was put in queue number 0
Chosen queue 1
Client ID-512 A-101 S-8 was put in queue number 1
Chosen queue 2
Client ID-573 A-101 S-11 was put in queue number 2
Chosen queue 3
Client ID-634 A-101 S-6 was put in queue number 3
Chosen queue 4
Client ID-745 A-101 S-4 was put in queue number 4
Chosen queue 5
Client ID-867 A-101 S-8 was put in queue number 5
Chosen queue 6
Client ID-994 A-101 S-9 was put in queue number 6
Task taken: ID-793 A-40 S-9
Task sleeping: ID-496 A-43 S-11

Time: 110
Chosen queue 6
Client ID-73 A-102 S-3 was put in queue number 6
Chosen queue 7
